,RobotName,MovieName,Year,Contents,image,price,class,clusters
100,Jinx,SpaceCamp ,1986,"SpaceCamp (1986) Jinx This popular kids film told about a summer space camp, in which NASA female astronaut Andie Bergstrom (Kate Capshaw) in the space shuttle training program (using simulators) was assigned to be one of the program's instructors. Andie led the 5-member Blue Team, composed of two leaders: privileged and spoiled Kevin Donaldson (Tate Donovan) - the Shuttle's commander eager pilot Kathryn Fairly (Lea Thompson) They were accompanied by three Mission Specialists: ditzy, smart and pretty Tish Ambrosei (Kelly Preston) science-loving African-American Rudy Tyler (Larry B. Scott) bright, younger Star Wars-obsessed Max Graham (Joaquin or ""Leaf"" Phoenix) During their initial tour, the Blue Team was introduced to a ""prototype maintenance droid,"" an annoyingly-cute, 3 foot tall, white, egg-shaped, $27 million sentient robot called ""Jinx"" (voice by Frank Welker) (similar to the robot in Short Circuit (1986)) who suffered from computer bugs, rendering him unusable in space but a clever 'handyman' around the NASA facility. Jinx had a tripod of wheeled feet and a projecting head with light. After Max repaired Jinx when the service-robot was sabotaged by the Green Team, Max and Jinx became ""friends for-e-ver."" Jinx overheard Max offhandedly speak about his wish to be in space, and interpreted his words literally - the robot had a chance to launch the entire team into space orbit by causing a ""thermal curtain failure"" when they were in the cockpit of the Atlantis shuttle during a test firing of the rocket boosters. After a series of emergencies in space including a spacewalk, a serious lack of oxygen, and lack of radio contact, the team landed the shuttle safely at White Sands in New Mexico. The quirky robot saved the day when it recognized the distress signal by the stranded juvenile crew via telemetry as Morse code (""C-O-M-E-I-N-C-O-N-T-R-O-L... Max's Code!""). The film's popularity was severely dampened by the Challenger, U.S. space shuttle explosion on January 28, 1986, and the film's release was delayed for many months.",http://www.filmsite.org/robots/spacecamp2.jpg,27,neg,2
101,,Transformers: The Movie ,1986,"Transformers: The Movie (1986) Autobots, Decepticons, Optimus Prime, Unicron, etc. Derived from the original animated television series (from 1984-1987), this Nelson Shin-directed feature-length animated film (with English-speaking actors providing the voices) featured a major conflict between two armies of transforming giant humanoid robots (or transformers), set in the year 2005 on the planet Cybertron. The valiant 'good-guy' Autobots were led by the beloved hero Optimus Prime (killed in the first third of the film), who battled the 'bad-guy' Decepticons led by Megatron and StarScream - to avoid being defeated by a giant, mechanized, planet-consuming robot called Unicron (voice of Orson Welles in his last film role). The nihilistic, dark film with a heavy metal soundtrack has become a cult classic favorite - years before director Michael Bay's live-action Transformers (2007) film.",http://www.filmsite.org/robots/transformers1986.jpg,0,neg,2
102,"""Fix-It"" Robots",*batteries not included ,1987,"*batteries not included (1987) (aka Miracle on 8th Street) ""Fix-it"" Robots In this Steven Spielberg-produced film, mysterious philanthropic, flying-saucer-shaped, living 'fix-it' mechanical robots came to the aid of elderly tenants (including diner owners Frank and Faye Riley, Hume Cronyn and Jessica Tandy). The seniors were threatened with eviction in their soon-to-be-demolished New York apartment building. The two good-natured but shy adult fix-it robots had three babies: Wheems, Jetsom and Flotsom, and continually repaired broken items, as well as served cheeseburgers in the diner. The film was a composite of E.T.: The Extra-Terrestrial (1982) and Cocoon (1985).",http://www.filmsite.org/robots/batteriesnotinc.jpg,0,pos,1
103,Cherry 2000,Cherry 2000 ,1987,"Cherry 2000 (1987) Cherry 2000 This science-fiction futuristic film had a tagline describing the title character: ""She's Blond, Beautiful and Forever Young."" In a post-apocalyptic world in the year 2017, Sam Treadwell (David Andrews), the head of an Anaheim recycling plant, employed a perfect girlfriend -- a rare, irreplaceable, top-of-the-line blonde-haired sex robot named Cherry 2000 (Pamela Gidley). She was programmed with a shiny ""chip"" (similar to a quarter-sized mini CD) behind her ear. However, he found it difficult to replace her when she shorted out (wearing a tight red dress and yellow rubber gloves) when they were love-making on the floor and soapy water overflowed. When Sam went to a robot factory to get a replacement body for his girlfriend, his choices included Robby the Robot (from Forbidden Planet (1956) and Gort (from The Day the Earth Stood Still (1951)).",http://www.filmsite.org/robots/cherry2000_2.jpg,0,neg,0
104,Dr. Peters and Ulysses,Making Mr. Right ,1987,"Making Mr. Right (1987) Ulysses In Susan Seidelman's PG-13 sci-fi comedic romance, John Malkovich played a dual role: emotionless, inept, grouchy, reclusive and nerdy android creator, a scientist named Dr. Jeff Peters a lifelike android 'Ulysses', created in Jeff's image and intended for solitary deep space research for seven years Comic confusion arose when the design company Chemtech Corporation's PR New Wave ""image consultant"" Frankie Stone (Ann Magnuson), who had promoted, packaged and 'sold' Ulysses (with a detachable, spinning head) to the American public, also taught the android about emotions, sensitivity and love. Frankie ultimately fell in love with the more evolved and sexually-satisfying male robot, when Ulysses switched roles with his creator.",http://www.filmsite.org/robots/makingmrright.jpg,0,pos,2
105,Chip (Jay Underwood),Not Quite Human ,1987,"Not Quite Human (1987-1992) (TV movies) Chip Not Quite Human (1987) Not Quite Human II (1989) Still Not Quite Human (1992) A series of three TV movies (airing on the Disney Channel), all sci-fi comedies (""coming-of-age"") and family films, were based on the young adult book series of six novels (published from 1985-1986) by Seth McEvoy. The stories told about a widower scientist, Dr. Jonas Carson (Alan Thicke), a single father who created a ""not quite human"" teenaged android named Chip (Jay Underwood). The android posed as a high-school student, and possessed great strength, was impervious to fire, and had a photographic memory. His head movements were jerky, and he often took things literally. He attended school with Carson's daughter Becky (Robyn Lively). In the developing plot, Carson's former boss Gordon Vogel (Joseph Bologna), a defense contractor, had plans to kidnap the android and reprogram him into a military machine.",http://www.filmsite.org/moviescreens/notquitehuman.jpg,0,pos,0
106,Robocop ED-209,RoboCop ,1987,"RoboCop (1987) RoboCop; also ED 209 The first film in the series, by director Paul Verhoeven, was a graphically-violent film set in dystopic, crime-filled futuristic Detroit, with the tagline: ""Part man, part machine, all cop."" It featured a cyborg - a half-human (with repressed and fragmented human memories), half-robotic, bullet-proofed, crime-fighting supercop (Peter Weller/Robert John Burke), officer Alex J. Murphy's alter-ego. Alex was killed in the line of duty as a cop, and brought back as an invincible cyborg called RoboCop. The robotic enforcer was built by the corrupt local law-enforcement organization called the OmniConsumer Products Corporation (OCP). RoboCop took various elements of past robotic designs, such as Gort's head, ""Fake"" Maria's legs, and C-3PO's body. Beneath its exterior, it had a human face. When in sleep mode (in a chair), it was battery-recharged and reconfigured. The film also featured the stop-motion animated ED-209 (Enforcement Droid Series 209) robot - a giant, awkward, faceless, hard-surfaced, top-heavy, self-sufficient, law enforcement robot for ""urban pacification"" - heralded as ""a self-sufficient, law-enforcement robot"" and ""the hot military product for the next decade."" During an experimental demonstration in the boardroom, after the crouched, combat-stanced ED-209 gave a warning when a gun was threateningly pointed at it: ""Please put down your weapon. You have 20 seconds to comply,"" it malfunctioned and killed its opponent Kinney (Kevin/Ken Page) with a violent volley of shots from its Gatling gun hands, even though the weapon was surrendered. The faulty robot was excused by OCP Senior President Dick Jones (Ronny Cox): ""I'm sure it's only a glitch, a temporary setback."" Sequels: RoboCop 2 (1990), RoboCop 3 (1993)",http://www.filmsite.org/robots/robocop2.jpg,0,neg,2
107,Dot Matrix,Spaceballs ,1987,"Spaceballs (1987) Dot Matrix Mel Brooks' science fiction comedy fantasy featured a wise-cracking character named Dot Matrix (Lorene Yarnell, voice of Joan Rivers). Dot Matrix was Princess Vespa's (Daphne Zuniga) gold-plated, protective Droid of Honor for her wedding on the peace-loving planet of Druidia. The robot resembled a female version of Star Wars' C-3PO. Her name referred to a non-laser type of serial dot matrix computer printer that printed dots within a grid pattern.",http://www.filmsite.org/robots/spaceballs.jpg,0,pos,2
108,Biff Tannen (Thomas F. Wilson) Biff Tannen in 2015 (Thomas F. Wilson) Griff in 2015 (Thomas F. Wilson),Back to the Future Part II ,1989,"Back to the Future Part II (1989) Griff Tannen This sequel began where the first film ended. It was both more somber and dark, with a very complex and sophisticated plot involving time-travel. The film opened with Marty McFly (Michael J. Fox) and girlfriend Jennifer Parker (now Elisabeth Shue) joining Dr. Emmett ""Doc"" Brown (Christopher Lloyd) in time-travel (""back to the future"") in his DeLorean to October 21, 2015. Marty pretended to be his own son, Marty, Jr. (also Michael J. Fox) to stand up to Biff's 19 year-old goading grandson Griff (Thomas F. Wilson) in Cafe 80's. Griff continued the tradition of the Tannens in bullying the McFly family, now with the reported aid of bionic implants (to give him enhanced strength, speed, and taller stature, and the ability to automatically block punches).",http://www.filmsite.org/fotos/backtothefuture2_.jpg,0,neg,0
109,Pearl Prophet,Cyborg ,1989,"Cyborg (1989) Cyborg Pearl Prophet In this post-apocalyptic martial arts film, the starring character was not the cyborg (it was basically a red-herring for a film title). This cyborg film was typical of many that came out in the 1990s, including Cyborg Cop (1993), Cyborg Cop II (1994), and Cyborg Cop III (1995) (aka Cyborg Soldier). Jean-Claude Van Damme starred as ""the first hero of the 21st century,"" a mercenary named Gibson Rickenbacker whose mission was the rescue of a beautiful, but abducted cyborg Pearl Prophet (Dayle Haddon) from evil kidnapper Fender Tremolo (Vincent Klyn) and his band of ""flesh pirates."" Pearl became a cyborg in order to programmatically store and transport vital information that might help produce a cure for a plague that was slowly killing off humanity. The film was followed with a number of sequels: Cyborg 2: Glass Shadow (1993) with an early appearance by a young Angelina Jolie Cyborg 3: The Recycler (1994), a direct-to-video release",http://www.filmsite.org/robots/cyborg.jpg,0,neg,0
110,Darkman The Skin-Making Mold Machine,Darkman ,1990,"Darkman (1990) Peyton Westlake/Darkman Director Sam Raimi's comic-book style superhero action-horror film was adapted from the director's own short story. It was Raimi's first big-budget Hollywood studio film. It starred Liam Neeson as vengeful burn victim scientist Dr. Peyton Westlake/Darkman, a tormented hero with a disfigured face. He was continuing to experiment with photosensitive, synthetic skin (his own invention) after he almost lost his life in a horrific explosion. Using the skin as raw material, the tormented anti-hero created various disguises (but they only lasted 100 minutes per disguise) that helped him hide his disfigurement from the world, as he sought vigilante revenge on his enemies (""I'm everyone and no one, everything and nothing. Call me Darkman"").",http://www.filmsite.org/moviescreens/darkman.jpg,0,neg,2
111,Edward Scissorhands With 'Father' Inventor (Vincent Price),Edward Scissorhands ,1990,"Edward Scissorhands (1990) Edward Scissorhands Johnny Depp starred as shy, creative, white-faced, Frankenstein-like, unfinished Edward Scissorhands, an artificial life-form with unique scissor-hands - perfect for hedge and giant ice sculpting. Reclusive, kindly Inventor 'father' (Vincent Price in his last film role) died before he could install real hands on the inherently-good 'son.' Before being invited to live with a suburban family, Edward lived a lonely and naive existence in a castle overlooking the neighborhood.",http://www.filmsite.org/robots/edwardsc.jpg,0,neg,2
112,M.A.R.K. 13,Hardware ,1990,"Hardware (1990, UK/US) M.A.R.K. 13 prototype killer combat droid In this low-budget, cyber-punkish sci-fi horror hybrid film, an android head-helmet was found in the radioactive desert wasteland (previously in an area of New Jersey before an apocalypse) by an unnamed scavenger nomad (Carl McCoy). Moses Baxter (Dylan McDermott) acquired the junked robot and gave it as a Christmas gift to his metalwork artist/girlfriend Jill Grakowski (Stacey Travis) who used it in one of her blowtorch and chain-saw sculptures. The multi-limbed, intelligent military droid was originally government-programmed to kill people, without prejudice, as a means of population control (via the 'Emergency Population Control Bill'). The droid was named after a Biblical verse, Mark 13 (""Let no flesh be spared""). The humanoid skull (with an American flag painted on its headpiece) came to life (on Christmas Day, significantly) in her sculpture - the droid reconstructed itself from the various pieces of junk hardware in Jill's apartment, with glowing red eyes and a computer motherboard in the shape of a pentagram, claws, and a powerdrill. It then went on a killing rampage (with high-tech lasers and weapons). The misogynistic MARK 13 first targeted Jill alone in her secure apartment, and conducted a simulated rape by forcing a revolving metal drill between her legs. The droid's fatal flaw was an inability to insulate against moisture - Jill lured the killer machine into her shower where she smashed it into pieces.",http://www.filmsite.org/robots/hardware.jpg,0,neg,2
113,Giant Mega Robots,Robot Jox ,1990,"Robot Jox (1990) Giant Mega Robots, specifically for example, the Western Market's red/white Matsumoto-14, or the Confederation's Vovalefski-42 In this Stuart Gordon film, warfare was strictly forbidden between nations following a WWIII nuclear holocaust. However, the two major nations, the American-like ""Western Market"" and the Russian alliance ""Confederation"" could war against each other on large vast playing fields - but vicariously. They could fight by using giant mechanical robots, human-piloted by gladiator-like 'jockies' (or jox). The film's tagline described them as the ""ultimate killing machine. Part Man. Part Metal."" The robots were equipped with various weapons, including lasers, missiles, and cannons. To be exacting, however, they were not really robots but anthropomorphic-controlled vehicles - that is, the movements of the giant robot mimicked the actions of the jox in a control harness, while weapons were fired by a combination of joy sticks, switches, and buttons.",http://www.filmsite.org/robots/robotjox3.jpg,0,neg,2
114,Enforcer Drone Martians Costumed Kathy (Ariana Richards) and Brian (the Duck) (J.J. Anderson) Shortstuff,Spaced Invaders ,1990,"Spaced Invaders (1990) Enforcer Drones, also Shortstuff Director/co-writer Patrick Read Johnson's sci-fi comedy, expensively financed by Disney, was a box-office disaster. The parody alien invasion film was advertised with a few taglines: ""For years, science has speculated on the existence of intelligent life in space...Now, there is living proof there is no such thing,"" and ""Earth will never be the same."" It was another example that alien life was no longer threatening, after the popularity of Close Encounters of the Third Kind (1977) and E.T.: The Extra-Terrestrial (1982). In the story set in the rural Illinois town of Big Bean, a radio-station was re-broadcasting Orson Welles' 'War of the Worlds' 1938 radio play on its 50th anniversary (on Halloween). Meanwhile, a planetary warfare was occurring between: the Martian Imperial Atomic Space Navy or Armada (Battle Group Seven); the Martian military was kept in line by lethal robots called Enforcer Drones (voice of director Patrick Johnson) with laser beam zappers the Arcturans It was stated: ""To secure our complete success, all ships throughout the galaxy have been equipped with Enforcer Drones to remove any weak links in the command chain. Any deviation from the Master Invasion Plan will result in immediate disciplinary review."" When one of the Martian commanders complained, ""I'll not send my boys out to Arcturas with an Enforcer Drone breathing down my neck,"" he was zapped into a charcoaled, smoking skeleton. The other commanders quickly complied. One of the civilian Martian asteroid patrol ships, lost in space, picked up the town's radio signal. They came to believe that Earth was the intended invasion target, and descended upon Big Bean. The aliens were short-statured with big green heads (and antennae), and possessed advanced technology. Five misguided Martians in the ship included: pilot Blaznee (Kevin Thompson) senior officer Captain Bipto (Jimmy Briscoe, voice of Jeff Winkless) gung-ho Lieutenant Giggywig (Tommy Madden, voice of Bruce Lanoil) scientist Dr. Ziplock (Debbie Lee Carrington, voice of Joe Alaskey) Corporal Pez (Tony Cox, voice of Tony Pope) Because it was Halloween, every local in town at first thought the Martians were costumed Halloween trick-or-treaters. But the town's recently-widowed Sheriff Sam Hoxly (Douglas Barr) was suspicious, as was his daughter Kathy Hoxly (Ariana Richards) and an old farmer named Wrenchmuller (Royal Dano) who owned the barn where the Martians had crash-landed. Kathy became friends with the Martians' little robot Shortstuff (voice of Kirk Thatcher), nicknamed ""Scout-in-a-Can."" It could collapse into a sphere and was considered ""smart, efficient, easy to use and expendable."" Another of her friends, dressed in a duck costume, was Brian Hampton (the Duck) (J.J. Anderson). In the conclusion, the Martians determined that they had made a big mistake, and were attempting to leave, although the ship's Enforcer Drone wouldn't allow them until it was destroyed with dynamite.",http://www.filmsite.org/moviescreens/spacedinvaders2.jpg,0,neg,0
115,Johnny Cab,Total Recall ,1990,"Total Recall (1990) Johnny Cab In the film's futuristic world of 2084, taxi drivers were replaced by robotic automatons called ""Johnny Cabs"" (voice of Robert Picardo). When asked by Mars virtual reality secret agent Douglas Quaid (Arnold Schwarzenegger), ""Where am I?,"" the whistling 'Johnny Cab' replied: ""You're in a Johnny Cab."" When Quaid again asked: ""I mean, what am I doing here?...How did I get in this taxi?,"" the 'Johnny Cab' robot replied common-sensically: ""The door opened. You got in,"" and then rolled its eyes. Later, when pursued in a car chase sequence, Quaid jumped in another Johnny Cab and in anger (after swearing at the robot), grabbed the robot and tore him from the gear mechanism attached to the floor, and threw him in the back seat. As the cab sped away amidst gunfire, the robot comically cautioned: ""Fasten your seat belt."" When Quaid escaped and left the cab, the robot chirped: ""The fare is 18 credits, please,"" to which Quaid responded: ""Sue me, dickhead,"" causing the robot to flare up and run the cab into a wall to create a fiery explosion - a defense mechanism to prevent unpaid fares. The tactic was unsuccessful in this case.",http://www.filmsite.org/robots/totalrecall.jpg,0,neg,1
116,Newman,And You Thought Your Parents Were Weird ,1991,"And You Thought Your Parents Were Weird (1991) Newman Two inventive Carson brothers, Josh (Joshua Miller) and Max (Edan Gross), won the local Junior Inventor science fair by inventing an automated or robotic garbage can - voice-activated, that could move and collect garbage from one place to another. With their prize money, they then went on to create a more sophisticated robot named Newman. It was cylindrically-shaped and colored red, with eyes and arms, a round head, and looking similar to a canister vacuum cleaner. Newman soon demonstrated a capacity for emotion when its memory chips were invaded (through a Ouija board) by the reincarnated spirit of the boys' dead inventor-father Matthew (voice of Alan Thicke), a computer genius who was thought to have committed suicide two years earlier.",http://www.filmsite.org/moviescreens/andyouthought.jpg,0,neg,2
117,Doppelgangers,Bill & Ted's Bogus Journey ,1991,"Bill & Ted's Bogus Journey (1991) ""Evil"" Bill and Ted Robot Doppelgangers This sequel after Bill & Ted's Excellent Adventure (1989), a surreal science fiction comedy, was a parody of the time-travel inthe two The Terminator (1984) and Terminator 2: Judgment Day (1991) movies. Future tyrant Chuck De Nomolos (Joss Ackland) from the 27th century created ""Evil robots"" that were android-cyborg doubles (robot doppelgangers) of two heavy-metal rockers: Bill (William S. Peterson, Esq.) (Alex Winter) Ted (Ted ""Theodore"" Logan) (Keanu Reeves) The two Evil Robots were sent back to the year 1991 in San Dimas, CA. They were instructed to murder and replace the Wyld Stallyns band members, Bill and Ted, to prevent them from winning a Battle of the Bands contest. The two robots were successful, when they killed the two by throwing them over the side of a cliff at Vasquez Rocks. Bill and Ted were sent into the afterlife of Hell where they had to defeat the Grim Reaper/Death (William Sadler), outwit Satan/Devil (voice of Frank Welker) (""the Dude Downstairs""), and challenge Death (with board games like Battleship, Twister, and Clue). After defeating Death, they were transported to heaven where they talked to God. Their goal was to defeat their evil counterparts with ""good"" robots. With the help of an alien named Station and a pair of hairy, oval-shaped Martians, they constructed two good robots to defeat the evil ones.",http://www.filmsite.org/moviescreens/billandteds.jpg,0,neg,2
118,Eve VIII,Eve of Destruction ,1991,"Eve of Destruction (1991) Eve VIII Scientist Dr. Eve Simmons (Dutch actress Ren___e Soutendijk in her first US film) created a state-of-the-art, super-strong, sexy android robot in her own image. It was named Eve Vickers or Eve VIII (also Soutendijk), designed originally as an anti-terrorist and military surveillance mechanism by the government, and equipped with an atomic bomb. But the robot went on a killing rampage when damaged during a failed bank robbery test. Eve VIII actually had a thermonuclear warhead inside of her, and threatened to destroy many blocks in the city of Manhattan within only twenty-four hours if not disarmed, by a group led by Jim McQuade (Gregory Hines), and accompanied by Dr. Eve Simmons. With various neuroses derived from her creator, she would often say: ""I'm very sensitive"" or become super-violent when called a ""bitch.""",http://www.filmsite.org/robots/eveviii3.jpg,0,neg,0
119,The Guyver,Guyver ,1991,"Guyver (1991) (aka Mutronics: The Movie) The Guyver (Sean Baker) The film's story was derived from a Japanese manga series, taking the tagline: ""Part human. Part alien. Pure superpower."" The film was followed by the sequel Guyver: Dark Hero (1994). Its title referred to an alien artifact or device called ""The Unit"" (a top-secret weapon from the evil Chronos Corporation) that was absorbed into the skin of college student Sean Baker (Jack Armstrong). This occurred when he put the control medallion of the guyver on his head, causing him to 'grow' a costume or suit of malleable, bio-mechanical metal armor that had incredible strength. He also became equipped with Mega Smasher cannons on his chest. The transformation gave him superhuman fighting skills as a super-soldier and made him invulnerable to damage as a cyborg - he was known as a Guyver. When unactivated, the metal retracted to a place behind the back of his neck. He also discovered a secret plot by Chronos to genetically engineer terrifying monsters, called Zoanoids.",http://www.filmsite.org/robots/guyver.jpg,0,neg,1
120,Year 2029: Robotic skeletal machines Terminator T-800,Terminator 2: Judgment Day ,1991,"Terminator 2: Judgment Day (1991) Terminator Model T-800 Terminator Series T-1000 In this second film in the series set 11 years after the first film, it opened with the 1997 nuclear holocaust event. Then the time frame shifted to the year 2029, in Los Angeles, where a silvery, skeletal, humanoid machine held a massive battle rifle - it scanned the black horizon of the war-torn terrain, revealing its red, glowing eyes. A battle was in progress between human guerrilla troops fighting against the stalking robots (terminators), tanks, flying HK's and death-hungry machines. When the film returned to the pre-holocaust year 1995, two cyborg terminators were sent from future Earth back in time: a T-800 Terminator (Arnold Schwarzenegger), now re-programmed as a protective, monotone-speaking, motor-cycle riding Cyberdyne Systems cyborg a T-1000 android (Robert Patrick), a seemingly-indestructible, killing, shape-shifting Terminator composed of morphing liquid metal, with no emotional intelligence, usually exemplified as a policeman The sleek, more modern android was composed of poly-mimetic metal, meaning it could take on the shape, color, and texture of anything it touched (such as a porcelain-tiled floor), and could also mimic human behavior, such as imitating the voices of its victims. It could transform its hands into jaw-like blades to impale victims, and completely absorb shotgun blasts to its midsection or head - thereby self-healing after being damaged. It was sent back in time by Skynet (a 21st century computer warring against the human race and causing a nuclear holocaust) to destroy the young, 10 year-old future leader of the human resistance, John Connor (Edward Furlong). At the end of this film, both Terminators were destroyed in a vat of molten steel, although the T-800's demise was a self-sacrificial death. Terminator T-1000 Terminator T-1000 Terminator T-1000",http://www.filmsite.org/robots/terminator_3.jpg,0,neg,0
121,Bishop 341-B Bishop II,Alien 3 ,1992,"Alien 3 (1992) Bishop, and Bishop II After his demise by being ripped in two by the Alien Queen at the end of Aliens (1986), an irretrievably-damaged synthetic humanoid Bishop 341-B (Lance Henriksen) briefly appeared in this second sequel, after its E.E.V. escape pod was ejected from the USS Sulaco and crash-landed on the bleak and windy planet of Fiorina or ""Fury"" 161 (a Weyland-Yutani outer-veil mineral ore refinery - and a maximum security correctional facility). Sole-surviving Lt. Ellen Ripley (Sigourney Weaver) confirmed from the reactivated droid, who accessed data on the flight recorder, that a stowaway Alien had been with them on the Sulaco and on the E.E.V. (""It was with us all the way""). The humanoid then requested that Ripley disconnect him, claiming: ""I could be reworked, but I'll never be top of the line again. I'd rather be nothing...Do it for me, Ripley."" However, a second Bishop, named Bishop II (also Henriksen) appeared in the film's final scene, looking exactly like the earlier android Bishop. He claimed to be human and the android's designer from the Weyland-Yutani Company: ""I'm not the Bishop android. I designed it. I'm very human."" Bishop II attempted to coax Ripley to allow the extraction of the queen embryo egg-layer gestating inside of her by having her undergo surgery to extract it and then destroy it - but she didn't believe him. He confirmed her suspicions about the company's intentions when he then said: ""We can learn from it. It's the chance of a lifetime. You must let me have it. It's a magnificent specimen."" Bishop II's status as a human or as an android robot remained unclear in the film's theatrical release.",http://www.filmsite.org/robots/alien3.jpg,0,neg,0
122,Alsatia Zevo,Toys ,1992,"Toys (1992) Alsatia Zevo Director Barry Levinson's ambitious, off-beat adult fairy tale (and box-office flop) had its setting in a toy factory. It starred comic Robin Williams as whimsical, fun-loving, and inventive son Leslie Zevo (Robin Williams) of the ailing toy factory's eccentric founder Kenneth Zevo (Donald O'Connor), pitted against his fanatical career soldier uncle General Leland Zevo (Michael Gambon) who only wanted to produce war toys and military games. By the film's end when a large-scale toy battle was conducted between the original wind-up tin toys and Leland's militaristic weapons, it was revealed that Alsatia Zevo (Joan Cusack), Leslie's kooky 'toy' sister, was a robot constructed by Kenneth to provide Leslie with a sister after the death of his mother.",http://www.filmsite.org/robots/toys.jpg,0,neg,2
123,UniSols,Universal Soldier ,1992,"Universal Soldier (1992) UniSols (Universal Soldiers): Deveraux as GR44, and Scott as GR13 The two muscle-bound stars of this early Roland Emmerich action/sci-fi film were featured as semi-android ""universal soldiers"" (UniSols) or elite bionic anti-terrorists: Dolph Lundgren (as Sgt. Andrew Scott) - GR13 Jean-Claude Van Damme (as Pvt. Luc Deveraux) - GR44 Both were re-animated by the military (in a top-secret project) 25 years after killing each other during combat in Vietnam, to serve in a high-tech SWAT army of previously-dead soldiers. Their memories of the combat robots were supposedly wiped clean, but they suffered flashbacks. They were also mostly pain-free, emotionless, and extraordinarily strong. The film was followed by TV sequels and the theatrical sequel Universal Soldier: The Return (1999).",http://www.filmsite.org/robots/universalsoldier.jpg,0,neg,0
124,,Cyborg Cop ,1993,"Cyborg Cop (1993) Cyborg Assassin, also Quincy This cyborg-film was part RoboCop (1987-1993), part Terminator (1984), and part Demolition Man (1993). Kickboxing cop and DEA agent Phillip Ryan (Todd Jensen), while on the remote Caribbean island of St. Keith, was taken captive during a failed drug raid against international drug cartel and drug lord Dr. Joachim Kessel (John Rhys-Davies), who was manufacturing killer cyborgs (an invincible army of robots) and selling them on the black market. One prototype cyborg already created was named Quincy (Rufus Swart). Left for dead, Ryan was turned (through a surgical operation) into an invincible, emotionless cyborg warrior/assassin and killing machine (""half-man, half-machine""). He was outfitted with a mechanical steel arm that had sharp knife-fingers. He was mind-controlled by the mad drug lord, Dr. Kessel. Renegade agent Jack Ryan (David Bradley), his brother, was the only one able to save him. There were two sequels: Cyborg Cop II (1994), and Cyborg Cop III (1995).",http://www.filmsite.org/moviescreens/cyborgcop2.jpg,0,neg,0
125,Destruction of Otomo (Bruce Locke) by RoboCop,RoboCop 3 ,1993,"RoboCop 3 (1993) Otomo, Ninja assassin-androids This PG-rated cyberpunk action-crime drama/thriller from director Fred Dekker (and scripter Frank Miller, a comic-book author) was the second sequel of the franchise series, following the more violent RoboCop (1987) and RoboCop 2 (1990), and was followed by an even less successful TV series in 1994, and a complete remake in 2014. It was set in the near future in a dystopian metropolitan Detroit, Michigan. In the futuristic story, The OCP (Omni Consumer Products) Corporation had redevelopment plans to construct a new Delta City, to replace the old, low-income Cadillac Heights ghetto area. They secretly created a team of armed mercenaries, known as the Urban Rehabilitation Officers (the ""Rehabs""), under the command of Commander Paul McDaggett (John Castle), to clear out, evict and relocate the current poor residents. OCP's excuse was that they were helping to decrease crime in the area, and assisting the Detroit Police Department. The Rehabs began to take over the city and its police force, with strong financial backing from its CEO, Kanemitsu (Mako), of the Japanese Kanemitsu Corporation. A ninja humanoid-android (known as ""Otomo"") (Bruce Locke) was constructed, an assassin with a steel-cutting sword (katana), to reinforce the efforts of McDaggett and OCP's new president (Rip Torn) to overcome armed, revolutionary (underground) resistance from anti-OCP militia forces. McDaggett kept two more Otomo droids in his OCP Tower just in case. [Note: Otomo referred to a series of androids manufactured by the Kanemitsu Corporation. They were the Japanese version of The Terminator. They had super-strength, speed and reflexes, and could do flips and triple somersaults. They were designed with a safety feature, which if they were defeated, would detonate a miniature nuclear device.] The rebel forces were led by Japanese-American computer whiz Nikko Halloran (Remy Ryan) and other residents of Cadillac Heights. In the middle of the conflict, mechanical humanoid RoboCop/Alex J. Murphy (Robert John Burke) attempted to protect civilians in Cadillac Heights from being murdered by the Rehabs, but was also taking orders from the OCP. When RoboCop's partner Anne Lewis (Nancy Allen) was mortally wounded by McDaggett, he vowed to avenge her death by fighting against the Rehabs and OCP (and its recruited Splatterpunks), and their Otomo droid assassin-robots. In his first confrontation with Otomo, a spectacular ninja fight scene, RoboCop was punched and kicked. He warned Otomo: RoboCop: ""Detroit police. Identify yourself. You are under arrest for assaulting an officer."" (RoboCop reached for his arm-mounted Auto-9 machine gun, but Otomo knocked it away and cut off RoboCop's four fingers.) ""And destruction of police property."" After his left hand was entirely severed to the elbow, RoboCop fired a missile from his arm-mounted gun which decapitated Otomo in a fiery, sparking explosion. After RoboCop was reprogrammed and retrofitted by renegade scientist Dr. Marie Lazarus (Jill Hennessy), and equipped with a jet-pack, he began to combat OCP and their Otomo cyborg-ninjas. In the concluding conflict in the OCP building, RoboCop fought against McDaggett and two more Otomo robots. Nikko and Dr. Lazarus reprogrammed the two androids, forcing them to destroy each other (and detonate their self-destruct mechanisms). As a result, McDaggett perished in the blast, while RoboCop, Dr. Lazarus, and Nikko escaped.",http://www.filmsite.org/moviescreens/robocop3-1.jpg,0,neg,0
